"Level","Name","Description","Amount","Unit","Reference name","Reference id (optional)","Type","Area per unit (m2)","Area*time per unit (m2*a)","Biotic Production (Occ.) per unit (kg)","Biotic Production (Transf.) per unit (kg/a)","Duration per unit (days)","Energy per unit (MJ)","Energy/area*time per unit (kWh/m2*d)","Energy/mass*time per unit (MJ/kg*d)","Erosion Resistance (Occ.) per unit (kg)","Erosion Resistance (Transf.) per unit (kg/a)","Transport of goods per unit (t*km)","Gross calorific value per unit (MJ)","Groundwater replenishment (Occ.) per unit (mm*m2)","Groundwater replenishment (Transf.) per unit ((mm*m2)/a)","Flow property for guest night (guest night)","Items*length per unit (items*km)","Length per unit (m)","Length*time per unit (m*a)","Market value, bulk prices per unit (EUR 2000)","Mass per unit (kg)","Mass*time per unit (kg*a)","Mechanical filtration (Occ.) per unit (cm*m3)","Mechanical filtration (Transf.) per unit (cm*m2/d)","Net calorific value per unit (MJ)","Normal volume per unit (m3)","Number of items","Transport of persons per unit (p*km)","Physicochemical filtration (Occ.) per unit ((cmol*m2*a)/kg)","Physicochemical filtration (Transf.) per unit ((cmol*m2)/kg)","Radioactivity per unit (kBq)","Transport of vehicules per unit (v*km)","Volume per unit (m3)","Volume*length per unit (m3*km)","Volume*time per unit (m3*a)"
"1","Electricity Europe - green","","1","kWh","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted | electricity, low voltage | Cutoff, U","7d4aa661-6bbb-4bdc-a997-96b100ecd053","normal","","","","","","3.6","","","","","","","","","","","","","","","","","","12.96","","","","","","","","","",""
